1   , A DREAM IS A WISH YOUR HEART MAKES
2   , A KNOT HER ONE BITES THE DUST
3   , A PARTRIDGE IN A PEAR TREE
4   , A REAL LIVE NEPHEW OF MY UNCLE SAM
5   , A SPOONFUL OF SUGAR HELPS THE MEDICINE GO DOWN
6   , A YANKEE DOODLE DO OR DIE
7   , A YOU'RE ADORABLE B YOU'RE SO BEAUTIFUL
8   , ABOVE THE FRUITED PLAIN!
9   , ALL THE LEAVES ARE BROWN AND THE SKY IS GRAY
10  , AND A PARTRIDGE IN A PEAR TREE
11  , AND FOLKS DRESSED UP LIKE ESKIMOS
12  , AND I WON'T QUIT TILL I'M A STAR ON BROADWAY
13  , AND I'M CRAZY FOR LOVING YOU
14  , AND THEY NEVER GIVE YOU CREDIT
15  , AND WHEN WE GET BEHIND CLOSED DOORS
16  , ANOTHER BRICK IN THE WALL
17  , ARE YOU GOING TO SAN FRANCISCO?
18  , ARE YOU READY FOR SOME FOOTBALL?
19  , BAA BAA BLACK SHEEP HAVE YOU ANY WOOL?
20  , BABY BABY I'M AWARE OF WHERE YOU GO
21  , BABY WE WERE BORN TO RUN
22  , BABY YOU CAN DRIVE MY CAR
23  , BACK IN THE SADDLE AGAIN
24  , BAD BOYS BAD BOYS WHATCHA GONNA DO
25  , BAD MOON RISING
26  , BAD TO THE BONE
27  , BE MY LITTLE BABY
28  , BLUE MOON YOU KNEW JUST WHAT I WAS THERE FOR
29  , BORN TO BE WILD
30  , BORN TO RUN
31  , BROAD STRIPES AND BRIGHT STARS
32  , BUILDING CASTLES IN THE AIR
33  , BUNNY BUNNY BUNNY YOU'RE SO FUNNY
34  , BUT OH THOSE SUMMER NIGHTS
35  , CAUSE YOU WERE MINE FOR THE SUMMER
36  , CELEBRATE GOOD TIMES COME ON
37  , CELEBRATE GOOD TIMES COME ON!
38  , CHEER UP SLEEPY JEAN OH WHAT CAN IT MEAN
39  , CLANG CLANG CLANG WENT THE TROLLEY
40  , CLAP YOUR HANDS STOMP YOUR FEET
41  , CONJUNCTION JUNCTION WHAT'S YOUR FUNCTION
42  , CONJUNCTION JUNCTION WHAT'S YOUR FUNCTION?
43  , COUNTRY ROADS TAKE ME HOME
44  , CRY ME A RIVER
45  , DALLAS
46  , DANCING IN THE STREETS
47  , DASHING THROUGH THE SNOW
48  , DECK THE HALLS WITH BOUGHS OF HOLLY
49  , DEEP IN THE HEART OF TEXAS
50  , DING-DONG THE WITCH IS DEAD
51  , DO THE HUSTLE
52  , DO YOU BELIEVE IN MAGIC?
53  , DO YOU HAVE THE TIME?
54  , DO YOU HAVE TIME?
55  , DO YOU KNOW THE WAY TO SAN JOSE?
56  , DON'T STOP 'TIL YOU GET ENOUGH
57  , DON'T WORRY BE HAPPY
58  , DON'T YOU STEP ON MY BLUE SUADE SHOES
59  , EIGHT DAYS A WEEK I LOVE YOU
60  , EVERY BREATH YOU TAKE EVERY MOVE YOU MAKE
61  , EVERY GIRL CRAZY 'BOUT A SHARP DRESSED MAN
62  , EVERY GIRL CRAZY BOUT A SHARP DRESSED MAN
63  , EVERYBODY DANCE NOW
64  , EVERYBODY WANG CHUNG TONIGHT
65  , EVERYBODY'S WORKING FOR THE WEEKEND
66  , EVERYTHING I DO I DO IT FOR YOU
67  , FAIRY TALES CAN COME TRUE
68  , FAIRY TALES CAN COME TRUE IT CAN HAPPEN TO YOU
69  , FAIRY TALES COME TRUE IT CAN HAPPEN TO YOU
70  , FIVE GOLDEN RINGS
71  , FIVE GOLDEN RINGS FOUR CALLING BIRDS
72  , FIVE LITTLE PUMPKINS
73  , FLY ME TO THE MOON
74  , FLY ROBIN FLY
75  , FOUR CALLING BIRDS THREE FRENCH HENS
76  , FROM CALIFORNIA TO THE NEW YORK ISLAND
77  , FROM SEA TO SHINING SEA
78  , FROM THE HALLS OF MONTEZUMA
79  , FROSTY THE SNOWMAN WAS A JOLLY HAPPY SOUL
80  , GENTLE PEOPLE WITH FLOWERS IN THEIR HAIR
81  , GET INTO THE GROOVE
82  , GET THIS PARTY STARTED RIGHT NOW
83  , GIVE ME A HOME WHERE THE BUFFALO ROAM
84  , GOD BLESS AMERICA LAND THAT I LOVE
85  , GOING TO THE CHAPEL
86  , GOODNESS GRACIOUS GREAT BALLS OF FIRE
87  , GRAY SKIES ARE GONNA CLEAR UP
88  , GREASE IS THE WORD
89  , GREASE IS THE WORD IS THE WORD THAT YOU HEARD
90  , GROUND CONTROL TO MAJOR TOM
91  , GULF COAST HIGHWAY
92  , HAPPY BIRTHDAY MR PRESIDENT
93  , HAVE A HOLLY JOLLY CHRISTMAS
94  , HAVE A YABBA-DABBA-DOO TIME A DABBA-DOO TIME
95  , HAVE A YABBA-DABBA-DOO TIME A SABBATICAL DOO TIME
96  , HAVE I TOLD YOU LATELY THAT I LOVE YOU
97  , HE STUCK A FEATHER IN HIS CAP
98  , HE STUCK FEATHER IN HIS CAP
99  , HEAD SHOULDERS KNEES AND TOES
100 , HEIGH HO HEIGH HO IT'S OFF TO WORK WE GO
101 , HERE A QUACK THERE A QUACK EVERYWHERE A QUACK QUACK
102 , HERE COMES THE RAIN AGAIN
103 , HEY HEY WE'RE THE MONKEES
104 , HEY HO LET'S GO
105 , HEY HO LET'S GO!
106 , HOLD ME CLOSER TINY DANCER
107 , HOME ON THE RANGE
108 , HOORAY FOR HOLLYWOOD
109 , HOT TOWN SUMMER IN THE CITY
110 , HOW DO I LIVE
111 , HOW I WONDER WHAT YOU ARE!
112 , I AM A LINEMAN FOR THE COUNTY
113 , I AM A YANKEE DOODLE DANDY
114 , I AM MUSIC AND I WRITE THE SONGS
115 , I AM SIXTEEN GOING ON SEVENTEEN
116 , I AM WOMAN HEAR ME ROAR
117 , I CAN SEE CLEARLY NOW THE RAIN IS GONE
118 , I DID IT MY WAY
119 , I DO IT ALL FOR LOVE
120 , I FALL TO PIECES
121 , I FELL INTO A BURNING RING OF FIRE
122 , I GET BY WITH A LITTLE HELP FROM MY FRIENDS
123 , I GET DELIRIOUS WHENEVER YOU'RE NEAR
124 , I GOT CHILLS THEY'RE MULTIPLYING
125 , I GOT RHYTHM
126 , I HAVE A DREAM A SONG TO SING
127 , I KNOW JUST HOW TO WHISPER
128 , I LIKE THAT OLD TIME ROCK N ROLL
129 , I LIKE THAT OLD TIME ROCK ÂN' ROLL
130 , I LOVE A PARADE
131 , I LOVE PARIS IN THE SPRINGTIME
132 , I LOVE PARIS IN THE SPRINGTIME AND BRAGGART
133 , I LOVE THE NIGHTLIFE I GOT TO BOOGIE
134 , I PUT A SPELL ON YOU
135 , I WALK FOR MILES ALONG THE HIGHWAY
136 , I WALK THE LINE
137 , I WANT MY MTV
138 , I WAS BORN IN A SMALL TOWN
139 , I WISH THEY ALL COULD BE CALIFORNIA GIRLS
140 , I WRITE THE SONGS THAT MAKE THE WHOLE WORLD SING
141 , I'D LIKE TO TEACH THE WORLD TO SING
142 , I'LL BE LOVING YOU FOREVER
143 , I'LL BE YOUR LIFELINE TONIGHT
144 , I'M A YANKEE DOODLE DANDY
145 , I'M AS HELPLESS AS A KITTEN UP A TREE
146 , I'M BLUE DA BA DEE
147 , I'M DREAMING OF A WHITE CHRISTMAS
148 , I'M EASY LIKE SUNDAY MORNING
149 , I'M GETTIN' NUTTIN' FOR CHRISTMAS
150 , I'M GONNA WASH THAT MAN RIGHT OUTA MY HAIR
151 , I'M HOOKED ON A FEELING
152 , I'M IN A NEW YORK STATE OF MIND
153 , I'M IN THE MOOD FOR LOVE
154 , I'M JUST A BILL I'M ONLY A BILL
155 , I'M JUST A BILL YES I'M ONLY A BILL
156 , I'M SINGING IN THE RAIN
157 , I'M SO SORRY I CAN'T TAKE IT ANYMORE
158 , I'M SO TIRED OF BEING ALONE
159 , I'VE COME TO LOOK FOR AMERICA
160 , I'VE GOT THE BRAINS YOU'VE GOT THE LOOKS
161 , I'VE GOT YOU UNDER MY SKIN
162 , IF I CAN MAKE IT THERE
163 , IF I WERE A RICH MAN
164 , IN THE LANE SNOW IS GLISTENING
165 , INTO THE WILD BLUE YONDER
166 , ISN'T SHE LOVELY
167 , IT TAKES TWO BABY IT TAKES TWO
168 , IT'S A FAMILY AFFAIR
169 , IT'S A SMALL WORLD AFTER ALL
170 , IT'S ALL TAKIN' AND NO GIVIN'
